Genome length,Divisions,Fitness
5000000,5,0.9981999164072869
5000000,10,0.995007853607204
5000000,15,0.9701392088843985
5000000,20,0.9819752333489336
5000000,25,0.9318175857021218
5000000,30,0.9506944279326964
5000000,35,0.8724110617464703
5000000,40,0.9174555557651493
5000000,45,0.8369600911836147
5000000,50,0.8850350894684645
5000000,55,0.7425584244573837
5000000,60,0.8432312517520172
5000000,65,0.7162436609818296
5000000,70,0.8123351950457229
5000000,75,0.6775377277789578
5000000,80,0.7343383697081816
5000000,85,0.629846643848593
5000000,90,0.7534738099647478
5000000,95,0.5932141396406895
5000000,100,0.7043047277606961
5000000,105,0.577597743942785
5000000,110,0.632742961555981
5000000,115,0.5173470935382759
5000000,120,0.6147591787881493
5000000,125,0.48128127135794013
5000000,130,0.5957874839940902
5000000,135,0.4715240148025955
5000000,140,0.5529455602319086
5000000,145,0.4599850247238241
5000000,150,0.5803871238830504
5000000,155,0.4341062483868278
5000000,160,0.5382619420607702
5000000,165,0.3940589807053298
5000000,170,0.5346526386889009
5000000,175,0.3852281510870014
5000000,180,0.5082365744017898
5000000,185,0.36974992240899923
5000000,190,0.4495767075394067
5000000,195,0.3539132972347395
5000000,200,0.4567325766957241
5000000,205,0.33637742576614893
5000000,210,0.4419611542860591
5000000,215,0.32047488869265095
5000000,220,0.4055691847157661
5000000,225,0.30772057829886734
5000000,230,0.4266290034133523
5000000,235,0.2876287574620486
5000000,240,0.4098218389173655
5000000,245,0.2734729026278354
5000000,250,0.37862885037636784
5000000,255,0.2630549554110628
5000000,260,0.3820683984703173
5000000,265,0.2611384633878937
5000000,270,0.3688904472741668
5000000,275,0.26072787354891064
5000000,280,0.34945787828406316
5000000,285,0.24837455803022335
5000000,290,0.3315258134210146
5000000,295,0.24944833297781854
5000000,300,0.3137521389385845
5000000,305,0.2273645067512642
5000000,310,0.3062925531344111
5000000,315,0.2335743011159055
5000000,320,0.3028842468965114
5000000,325,0.22362064938180826
5000000,330,0.2763847568774426
5000000,335,0.2145102732907889
5000000,340,0.27800838394596
5000000,345,0.21165888115097145
5000000,350,0.27579119932091334
5000000,355,0.2199061093805072
5000000,360,0.27312047445982196
5000000,365,0.20281488704314043
5000000,370,0.2657933144563308
5000000,375,0.19700682636952785
5000000,380,0.24729554925980585
5000000,385,0.18911708434405172
5000000,390,0.25245171494938085
5000000,395,0.18838226468180136
5000000,400,0.25526697437908386
5000000,405,0.1860979920011633
5000000,410,0.2423172595769015
5000000,415,0.1781631022328825
5000000,420,0.23591688863741128
5000000,425,0.1779177538563515
5000000,430,0.22531769284391998
5000000,435,0.1709997343918324
5000000,440,0.2227125586917903
5000000,445,0.17201604710219617
5000000,450,0.22441043167837474
5000000,455,0.16821823747447961
5000000,460,0.22018963445812245
5000000,465,0.16251500052198753
5000000,470,0.21341576185659586
5000000,475,0.15695886707651197
5000000,480,0.22129129875449943
5000000,485,0.15144717820727202
5000000,490,0.20989742218513172
5000000,495,0.14946586041778248
5000000,500,0.2034383910432166
5000000,505,0.14627404286124254
5000000,510,0.20421020685452876
5000000,515,0.14842923217575013
5000000,520,0.19994633320181465
5000000,525,0.14665219604055546
5000000,530,0.20555723280041294
5000000,535,0.14385503325821072
5000000,540,0.2041606844410321
5000000,545,0.13999282621356196
5000000,550,0.19183625892605485
5000000,555,0.13919450922706342
5000000,560,0.19551434687800825
5000000,565,0.14204827490391583
5000000,570,0.17927137083904868
