Genome length,Divisions,Fitness
9000000,5,0.9993952763707775
9000000,10,0.9978352575674263
9000000,15,0.9837440431878746
9000000,20,0.9884572506709998
9000000,25,0.9627350600080249
9000000,30,0.974444264216663
9000000,35,0.9316737356092203
9000000,40,0.9544591883735444
9000000,45,0.892106914978575
9000000,50,0.9315855175509531
9000000,55,0.850263585869587
9000000,60,0.9057362855873595
9000000,65,0.8289144879181615
9000000,70,0.8963494268100233
9000000,75,0.7685123720342805
9000000,80,0.8648241824315657
9000000,85,0.7525404204014444
9000000,90,0.8288179779744115
9000000,95,0.6903847628719607
9000000,100,0.802208646989958
9000000,105,0.6738175932337659
9000000,110,0.7678535327373968
9000000,115,0.6380027903992839
9000000,120,0.7354569134534368
9000000,125,0.6061890763025352
9000000,130,0.7195318059844459
9000000,135,0.5903598130520064
9000000,140,0.6914131246982406
9000000,145,0.5230727778775714
9000000,150,0.6510977235607124
9000000,155,0.5129719502861908
9000000,160,0.6369131391653682
9000000,165,0.48893817683632546
9000000,170,0.6032527112366497
9000000,175,0.4760539798078808
9000000,180,0.5632215490284729
9000000,185,0.46461383569199205
9000000,190,0.5615068409363334
9000000,195,0.4210891908022562
9000000,200,0.5642127000612898
9000000,205,0.408501603104012
9000000,210,0.5202659220135896
9000000,215,0.3910467802815357
9000000,220,0.5051887995451211
9000000,225,0.3988876463961072
9000000,230,0.5026085073141286
9000000,235,0.37287767940352795
9000000,240,0.479630455578937
9000000,245,0.37253429646772745
9000000,250,0.45810317011842494
9000000,255,0.3403385462812503
9000000,260,0.46096430051736004
9000000,265,0.3508527771123974
9000000,270,0.4264389570886115
9000000,275,0.32909301870974755
9000000,280,0.4239591642155783
9000000,285,0.3029578546572093
9000000,290,0.3901143037220047
9000000,295,0.3034853406927905
9000000,300,0.39326036118583946
9000000,305,0.31050916045524246
9000000,310,0.3761347654692691
9000000,315,0.29871290852463256
9000000,320,0.37680050807179166
9000000,325,0.2753028381592039
9000000,330,0.36549272566547897
9000000,335,0.2778134611773443
9000000,340,0.3591203372913305
9000000,345,0.26975248107356287
9000000,350,0.3552200580981124
9000000,355,0.24780466465805476
9000000,360,0.3381387023296148
9000000,365,0.24888525561148075
9000000,370,0.33657749216151894
9000000,375,0.2423278164495646
9000000,380,0.31816650232153243
9000000,385,0.2419309768293055
9000000,390,0.3081659595198879
9000000,395,0.21705578516003024
9000000,400,0.30889368112491933
9000000,405,0.21954957057020372
9000000,410,0.30491172793422855
9000000,415,0.21906601359484143
9000000,420,0.2991315772787735
9000000,425,0.21456020195840908
9000000,430,0.2881403947300211
9000000,435,0.2061684703608433
9000000,440,0.2822713497521003
9000000,445,0.20775063384514833
9000000,450,0.28207054776693996
9000000,455,0.20072517294066378
9000000,460,0.27029084127361785
9000000,465,0.19591074536811517
9000000,470,0.26532078145858273
9000000,475,0.18790489057113496
9000000,480,0.2662952393435446
9000000,485,0.19122730894500953
9000000,490,0.264950455087866
9000000,495,0.18528213545384695
9000000,500,0.25035878991923816
9000000,505,0.18442047705057146
9000000,510,0.23781946777732685
9000000,515,0.1844705154205707
9000000,520,0.23869655718933766
9000000,525,0.176565205224535
9000000,530,0.23479343846301282
9000000,535,0.1742934640542896
9000000,540,0.22736492284641377
9000000,545,0.17333929635007994
9000000,550,0.22039710950245822
9000000,555,0.17145321867442018
9000000,560,0.22011274462465993
9000000,565,0.16971972848234773
9000000,570,0.21107232322550645
9000000,575,0.15737063707630614
9000000,580,0.2091352708146035
9000000,585,0.16026036872700491
9000000,590,0.21026220087529757
9000000,595,0.15850368270165902
9000000,600,0.20750114307077422
9000000,605,0.15202058235946891
9000000,610,0.20373397567212898
9000000,615,0.14981483209927207
9000000,620,0.19943122741047392
9000000,625,0.14451825959558853
9000000,630,0.19912361140133483
9000000,635,0.14192884739656186
9000000,640,0.19681933052648598
9000000,645,0.13801047397157284
9000000,650,0.18797972173823269
9000000,655,0.13185544429663398
9000000,660,0.19724171312721397
9000000,665,0.12003627552514404
9000000,670,0.19251917167496413
9000000,675,0.0998534577435661
9000000,680,0.18504650211542634
9000000,685,0.06191758314268398
9000000,690,0.17825342866383034
9000000,695,0.060583114966099486
9000000,700,0.17620267436557127
9000000,705,0.057602379060806064
9000000,710,0.16995329439219964
9000000,715,0.02488559500903596
9000000,720,0.17416911721841818
9000000,725,0.025880915752829352
9000000,730,0.17238598455971638
9000000,735,0.0175849392560598
9000000,740,0.1660301676955959
9000000,745,0.019404369821548
9000000,750,0.16502981169167497
9000000,755,0.0004934410146914328
9000000,760,0.16080123217843031
9000000,765,0.002032091111649774
9000000,770,0.15959568290808127
9000000,775,0.0036597905884092102
9000000,780,0.15212226452689695
9000000,785,0.0050483920395813725
9000000,790,0.14265302743374317
9000000,795,0.006634439492861839
9000000,800,0.141470124720885
9000000,805,0.008065517893533769
9000000,810,0.13545717282013675
9000000,815,0.009523637367249045
9000000,820,0.13503895074473765
9000000,825,0.0005063837703209285
9000000,830,0.13647117898213454
9000000,835,0.0019093504089239754
9000000,840,0.13524366458231424
9000000,845,0.0031963648240120666
9000000,850,0.13196403147559305
9000000,855,0.004431232613044718
9000000,860,0.13226627256081017
9000000,865,0.005668461461913487
9000000,870,0.12976980185154893
9000000,875,0.0033939146981626293
9000000,880,0.1266522108233726
9000000,885,0.0021246314561944785
9000000,890,0.1257914301478935
9000000,895,0.0011450284498213071
9000000,900,0.12273738342086482
9000000,905,2.832376994937107e-05
9000000,910,0.1181802489054476
9000000,915,0.0011563287732953861
9000000,920,0.11991078961505182
9000000,925,0.002109551704496942
9000000,930,0.11779905240286842
9000000,935,0.0033103346206188587
9000000,940,0.11634632212037542
9000000,945,0.004427883118537648
9000000,950,0.1106597536566708
9000000,955,0.00486099073034386
9000000,960,0.1140441771288389
9000000,965,0.0038785418681829787
9000000,970,0.11028531445009186
9000000,975,0.0028006971322187537
9000000,980,0.10943325625760499
9000000,985,0.001970775451020537
9000000,990,0.10829188495694494
9000000,995,0.001065145519069888
9000000,1000,0.10787673951582044
